"Archivo","Linea","Patron","Riesgo","Contexto","Extension"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","51146","CASCADE","ALTO","session_id BIGINT NOT NULL REFERENCES selempos.selempos_drawer_session(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","51157","CASCADE","ALTO","precorte_id BIGINT NOT NULL REFERENCES selempos.selempos_precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","51165","CASCADE","ALTO","session_id BIGINT NOT NULL REFERENCES selempos.selempos_drawer_session(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","51573","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.users CASCADE;",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","51574","CASCADE","ALTO","DROP SEQUENCE IF EXISTS selemti.users_id_seq CASCADE;",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","51593","CASCADE","ALTO","user_id INTEGER REFERENCES selemti.users(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","52263","CASCADE","ALTO","ON DELETE CASCADE;",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","52346","CASCADE","ALTO","precorte_id   BIGINT NOT NULL REFERENCES selemti.precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","52896","CASCADE","ALTO","recepcion_id BIGINT NOT NULL REFERENCES selemti.recepcion_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","52918","CASCADE","ALTO","traspaso_id BIGINT NOT NULL REFERENCES selemti.traspaso_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","52955","CASCADE","ALTO","op_id BIGINT NOT NULL REFERENCES selemti.op_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","52964","CASCADE","ALTO","op_id BIGINT PRIMARY KEY REFERENCES selemti.op_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","53174","CASCADE","ALTO","sesion_id          BIGINT NOT NULL REFERENCES selemti.sesion_cajon(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","53191","CASCADE","ALTO","precorte_id   BIGINT NOT NULL REFERENCES selemti.precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","53203","CASCADE","ALTO","sesion_id                  BIGINT NOT NULL REFERENCES selemti.sesion_cajon(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","54531","CASCADE","ALTO","ajuste_id INTEGER NOT NULL REFERENCES selemti.ajuste_inv_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","54570","CASCADE","ALTO","conteo_id INTEGER NOT NULL REFERENCES selemti.conteo_fisico_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","54601","CASCADE","ALTO","op_id INTEGER NOT NULL REFERENCES selemti.op_produccion_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","54674","CASCADE","ALTO","ticket_det_id INTEGER NOT NULL REFERENCES selemti.ticket_venta_det(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","54791","CASCADE","ALTO","cierre_id INTEGER NOT NULL REFERENCES selemti.caja_cierres(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","54882","CASCADE","ALTO","alerta_id INTEGER NOT NULL REFERENCES selemti.appcc_alertas(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","55168","CASCADE","ALTO","session_id     BIGINT NOT NULL REFERENCES terrena_drawer_session(id) ON UPDATE NO ACTION ON DELET...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","55176","CASCADE","ALTO","precorte_id   BIGINT NOT NULL REFERENCES terrena_precorte(id) ON UPDATE NO ACTION ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","55183","CASCADE","ALTO","precorte_id   BIGINT NOT NULL REFERENCES terrena_precorte(id) ON UPDATE NO ACTION ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","55190","CASCADE","ALTO","session_id      BIGINT NOT NULL REFERENCES terrena_drawer_session(id) ON UPDATE NO ACTION ON DELE...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","55317","DROP TABLE","ALTO","DROP TABLE IF EXISTS selemti.users CASCADE;",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","55318","CASCADE","ALTO","DROP SEQUENCE IF EXISTS selemti.users_id_seq CASCADE;",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","57819","CASCADE","ALTO","precorte_id bigint NOT NULL REFERENCES pc_precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","57828","CASCADE","ALTO","precorte_id  bigint NOT NULL REFERENCES pc_precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","57836","CASCADE","ALTO","precorte_id  bigint NOT NULL REFERENCES pc_precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","57843","CASCADE","ALTO","precorte_id  bigint NOT NULL REFERENCES pc_precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","58054","CASCADE","ALTO","session_id BIGINT NOT NULL REFERENCES selempos.selempos_drawer_session(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","58065","CASCADE","ALTO","precorte_id BIGINT NOT NULL REFERENCES selempos.selempos_precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","58073","CASCADE","ALTO","session_id BIGINT NOT NULL REFERENCES selempos.selempos_drawer_session(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","60464","DROP DATABASE","EXTREMO","DROP DATABASE pos;",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","72254","CASCADE","ALTO","ADD CONSTRAINT postcorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DE...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","72264","CASCADE","ALTO","ADD CONSTRAINT precorte_efectivo_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(i...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","72274","CASCADE","ALTO","ADD CONSTRAINT precorte_otros_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(id) ...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","72284","CASCADE","ALTO","ADD CONSTRAINT precorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DEL...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","73908","DROP DATABASE","EXTREMO","DROP DATABASE pos;",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","82707","CASCADE","ALTO","ADD CONSTRAINT fk_ticket_det_cab FOREIGN KEY (ticket_id) REFERENCES ticket_venta_cab(id) ON DELET...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","82797","CASCADE","ALTO","ADD CONSTRAINT model_has_permissions_permission_id_foreign FOREIGN KEY (permission_id) REFERENCES...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","82807","CASCADE","ALTO","ADD CONSTRAINT model_has_roles_role_id_foreign FOREIGN KEY (role_id) REFERENCES roles(id) ON DELE...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","82887","CASCADE","ALTO","ADD CONSTRAINT postcorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DE...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","82897","CASCADE","ALTO","ADD CONSTRAINT precorte_efectivo_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(i...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","82907","CASCADE","ALTO","ADD CONSTRAINT precorte_otros_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(id) ...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","82917","CASCADE","ALTO","ADD CONSTRAINT precorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DEL...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","82967","CASCADE","ALTO","ADD CONSTRAINT role_has_permissions_permission_id_foreign FOREIGN KEY (permission_id) REFERENCES ...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","82977","CASCADE","ALTO","ADD CONSTRAINT role_has_permissions_role_id_foreign FOREIGN KEY (role_id) REFERENCES roles(id) ON...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","84554","DROP DATABASE","EXTREMO","DROP DATABASE pos;",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","91020","CASCADE","ALTO","ADD CONSTRAINT postcorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DE...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","91030","CASCADE","ALTO","ADD CONSTRAINT precorte_efectivo_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(i...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","91040","CASCADE","ALTO","ADD CONSTRAINT precorte_otros_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(id) ...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","91050","CASCADE","ALTO","ADD CONSTRAINT precorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DEL...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","91116","CASCADE","ALTO","compra_id              BIGINT   NOT NULL REFERENCES selemti.compra(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","91169","CASCADE","ALTO","produccion_id  BIGINT NOT NULL REFERENCES selemti.produccion(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","91177","CASCADE","ALTO","produccion_id       BIGINT NOT NULL REFERENCES selemti.produccion(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","94794","DROP DATABASE","EXTREMO","DROP DATABASE pos;",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","103339","CASCADE","ALTO","ADD CONSTRAINT postcorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DE...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","103349","CASCADE","ALTO","ADD CONSTRAINT precorte_efectivo_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(i...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","103359","CASCADE","ALTO","ADD CONSTRAINT precorte_otros_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(id) ...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","103369","CASCADE","ALTO","ADD CONSTRAINT precorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DEL...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","104992","DROP DATABASE","EXTREMO","DROP DATABASE pos;",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","113658","CASCADE","ALTO","ADD CONSTRAINT fk_ticket_det_cab FOREIGN KEY (ticket_id) REFERENCES ticket_venta_cab(id) ON DELET...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","113748","CASCADE","ALTO","ADD CONSTRAINT model_has_permissions_permission_id_foreign FOREIGN KEY (permission_id) REFERENCES...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","113758","CASCADE","ALTO","ADD CONSTRAINT model_has_roles_role_id_foreign FOREIGN KEY (role_id) REFERENCES roles(id) ON DELE...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","113838","CASCADE","ALTO","ADD CONSTRAINT postcorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DE...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","113848","CASCADE","ALTO","ADD CONSTRAINT precorte_efectivo_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(i...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","113858","CASCADE","ALTO","ADD CONSTRAINT precorte_otros_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(id) ...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","113868","CASCADE","ALTO","ADD CONSTRAINT precorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DEL...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","113918","CASCADE","ALTO","ADD CONSTRAINT role_has_permissions_permission_id_foreign FOREIGN KEY (permission_id) REFERENCES ...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","113928","CASCADE","ALTO","ADD CONSTRAINT role_has_permissions_role_id_foreign FOREIGN KEY (role_id) REFERENCES roles(id) ON...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","115514","DROP DATABASE","EXTREMO","DROP DATABASE pos;",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","121892","CASCADE","ALTO","ADD CONSTRAINT postcorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DE...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","121902","CASCADE","ALTO","ADD CONSTRAINT precorte_efectivo_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(i...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","121912","CASCADE","ALTO","ADD CONSTRAINT precorte_otros_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(id) ...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","121922","CASCADE","ALTO","ADD CONSTRAINT precorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DEL...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","122818","CASCADE","ALTO","user_id INTEGER REFERENCES selemti.users(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","122955","CASCADE","ALTO","recepcion_id INTEGER NOT NULL REFERENCES selemti.recepcion_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","123009","CASCADE","ALTO","traspaso_id INTEGER NOT NULL REFERENCES selemti.traspaso_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","123045","CASCADE","ALTO","ajuste_id INTEGER NOT NULL REFERENCES selemti.ajuste_inv_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","123084","CASCADE","ALTO","conteo_id INTEGER NOT NULL REFERENCES selemti.conteo_fisico_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","123133","CASCADE","ALTO","receta_id VARCHAR(20) NOT NULL REFERENCES selemti.receta_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","123185","CASCADE","ALTO","op_id INTEGER NOT NULL REFERENCES selemti.op_produccion_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","123277","CASCADE","ALTO","ticket_id INTEGER NOT NULL REFERENCES selemti.ticket_venta_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","123298","CASCADE","ALTO","ticket_det_id INTEGER NOT NULL REFERENCES selemti.ticket_venta_det(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","123414","CASCADE","ALTO","cierre_id INTEGER NOT NULL REFERENCES selemti.caja_cierres(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","123504","CASCADE","ALTO","alerta_id INTEGER NOT NULL REFERENCES selemti.appcc_alertas(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","124167","CASCADE","ALTO","precorte_id bigint NOT NULL REFERENCES pc_precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","124176","CASCADE","ALTO","precorte_id  bigint NOT NULL REFERENCES pc_precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","124184","CASCADE","ALTO","precorte_id  bigint NOT NULL REFERENCES pc_precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","124191","CASCADE","ALTO","precorte_id  bigint NOT NULL REFERENCES pc_precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","124402","CASCADE","ALTO","session_id BIGINT NOT NULL REFERENCES selempos.selempos_drawer_session(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","124413","CASCADE","ALTO","precorte_id BIGINT NOT NULL REFERENCES selempos.selempos_precorte(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","124421","CASCADE","ALTO","session_id BIGINT NOT NULL REFERENCES selempos.selempos_drawer_session(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","126517","CASCADE","ALTO","user_id INTEGER REFERENCES selemti.users(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","126652","CASCADE","ALTO","recepcion_id INTEGER NOT NULL REFERENCES selemti.recepcion_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","126706","CASCADE","ALTO","traspaso_id INTEGER NOT NULL REFERENCES selemti.traspaso_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","126742","CASCADE","ALTO","ajuste_id INTEGER NOT NULL REFERENCES selemti.ajuste_inv_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","126781","CASCADE","ALTO","conteo_id INTEGER NOT NULL REFERENCES selemti.conteo_fisico_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","126828","CASCADE","ALTO","receta_id VARCHAR(20) NOT NULL REFERENCES selemti.receta_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","126880","CASCADE","ALTO","op_id INTEGER NOT NULL REFERENCES selemti.op_produccion_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","126970","CASCADE","ALTO","ticket_id INTEGER NOT NULL REFERENCES selemti.ticket_venta_cab(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","126991","CASCADE","ALTO","ticket_det_id INTEGER NOT NULL REFERENCES selemti.ticket_venta_det(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","127105","CASCADE","ALTO","cierre_id INTEGER NOT NULL REFERENCES selemti.caja_cierres(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","127193","CASCADE","ALTO","alerta_id INTEGER NOT NULL REFERENCES selemti.appcc_alertas(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","127522","CASCADE","ALTO","user_id INTEGER REFERENCES selemti.users(id) ON DELETE CASCADE,",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","127865","DROP DATABASE","EXTREMO","DROP DATABASE pos;",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","139689","CASCADE","ALTO","ADD CONSTRAINT postcorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DE...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","139699","CASCADE","ALTO","ADD CONSTRAINT precorte_efectivo_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(i...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","139709","CASCADE","ALTO","ADD CONSTRAINT precorte_otros_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(id) ...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","139719","CASCADE","ALTO","ADD CONSTRAINT precorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DEL...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","141339","DROP DATABASE","EXTREMO","DROP DATABASE pos;",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","153409","CASCADE","ALTO","ADD CONSTRAINT fk_ticket_det_cab FOREIGN KEY (ticket_id) REFERENCES ticket_venta_cab(id) ON DELET...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","153499","CASCADE","ALTO","ADD CONSTRAINT model_has_permissions_permission_id_foreign FOREIGN KEY (permission_id) REFERENCES...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","153509","CASCADE","ALTO","ADD CONSTRAINT model_has_roles_role_id_foreign FOREIGN KEY (role_id) REFERENCES roles(id) ON DELE...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","153589","CASCADE","ALTO","ADD CONSTRAINT postcorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DE...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","153599","CASCADE","ALTO","ADD CONSTRAINT precorte_efectivo_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(i...",".sql"
"BD\Olds\DEPLOY_CONSOLIDADO_FULL_PG95-v3-20251017-180148-safe.sql","153609","CASCADE","ALTO","ADD CONSTRAINT precorte_otros_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(id) ...",".sql"
